?supname	?sup	?subname	?sub
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"dorsal motor nucleus of vagus, dorsointermediate part"	<http://purl.obolibrary.org/obo/DHBA_12553>
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"dorsal motor nucleus of vagus, dorsorostral part"	<http://purl.obolibrary.org/obo/DHBA_12554>
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"dorsal motor nucleus of vagus, medial fringe"	<http://purl.obolibrary.org/obo/DHBA_12555>
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"afferent nuclei of cranial nerves in medulla oblongata"	<http://purl.obolibrary.org/obo/DHBA_12556>
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"solitary nucleus"	<http://purl.obolibrary.org/obo/DHBA_12557>
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"solitary nucleus, commissural part"	<http://purl.obolibrary.org/obo/DHBA_12558>
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"solitary nucleus, dorsal part"	<http://purl.obolibrary.org/obo/DHBA_12559>
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"solitary nucleus, dorsolateral part"	<http://purl.obolibrary.org/obo/DHBA_12560>
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"solitary nucleus, gelatinous part"	<http://purl.obolibrary.org/obo/DHBA_12561>
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"solitary nucleus, intermediate part"	<http://purl.obolibrary.org/obo/DHBA_12562>
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"solitary nucleus, interstitial part"	<http://purl.obolibrary.org/obo/DHBA_12563>
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"solitary nucleus, interstitial part, caudal subdivision"	<http://purl.obolibrary.org/obo/DHBA_12564>
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"solitary nucleus, interstitial part, rostral (tast) subdivision"	<http://purl.obolibrary.org/obo/DHBA_12565>
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"solitary nucleus, medial part"	<http://purl.obolibrary.org/obo/DHBA_12566>
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"solitary nucleus, paracommissural part"	<http://purl.obolibrary.org/obo/DHBA_12567>
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"solitary nucleus, ventral part"	<http://purl.obolibrary.org/obo/DHBA_12568>
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"subsolitary nucleus"	<http://purl.obolibrary.org/obo/DHBA_12570>
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"spinal trigeminal nucleus"	<http://purl.obolibrary.org/obo/DHBA_12572>
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"layer 1 (marginal layer) of caudal spinal trigeminal nucleus"	<http://purl.obolibrary.org/obo/DHBA_12574>
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"layer 2 (gelatenous layer) of caudal spinal trigeminal nucleus"	<http://purl.obolibrary.org/obo/DHBA_12575>
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"layer 3/4 (magnocellular layer) of caudal spinal trigeminal nucleus"	<http://purl.obolibrary.org/obo/DHBA_12576>
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"dorsomedial spinal trigeminal nucleus"	<http://purl.obolibrary.org/obo/DHBA_12577>
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"vestibular nuclei in medulla"	<http://purl.obolibrary.org/obo/DHBA_12579>
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"interstial nucleus of the vestibulocochlear nerve"	<http://purl.obolibrary.org/obo/DHBA_12580>
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"medial vestibular nucleus"	<http://purl.obolibrary.org/obo/DHBA_12581>
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"medial vestibular nucleus, magnocellular part"	<http://purl.obolibrary.org/obo/DHBA_12582>
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"medial vestibular nucleus, parvicellular part"	<http://purl.obolibrary.org/obo/DHBA_12583>
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"nucleus of origin of vestibular efferents of vestibular nerve"	<http://purl.obolibrary.org/obo/DHBA_12584>
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"spinal (inferior) vestibular nucleus"	<http://purl.obolibrary.org/obo/DHBA_12585>
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"paravestibular nucleus"	<http://purl.obolibrary.org/obo/DHBA_12586>
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"sensory relay nuclei in medulla oblongata"	<http://purl.obolibrary.org/obo/DHBA_12587>
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"external (accessory/lateral) cuneate nucleus"	<http://purl.obolibrary.org/obo/DHBA_12588>
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"cuneate nucleus"	<http://purl.obolibrary.org/obo/DHBA_12589>
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"Cuneate nucleus, rotundus part"	<http://purl.obolibrary.org/obo/DHBA_12590>
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"Cuneate nucleus, triangular part"	<http://purl.obolibrary.org/obo/DHBA_12591>
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"gracile nucleus"	<http://purl.obolibrary.org/obo/DHBA_12592>
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"gracile nucleus, central part"	<http://purl.obolibrary.org/obo/DHBA_12593>
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"gracile nucleus, rostral part (shell)"	<http://purl.obolibrary.org/obo/DHBA_12594>
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"precerebellar nuclei"	<http://purl.obolibrary.org/obo/DHBA_12595>
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"cribriform nucleus"	<http://purl.obolibrary.org/obo/DHBA_12596>
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"dorsal paramedian nucleus"	<http://purl.obolibrary.org/obo/DHBA_12597>
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"caudal dorsal paramedian nucleus"	<http://purl.obolibrary.org/obo/DHBA_12598>
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"rostral (oral) dorsal paramedian nucleus"	<http://purl.obolibrary.org/obo/DHBA_12599>
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"inferior olive, dorsomedial cell group"	<http://purl.obolibrary.org/obo/DHBA_12601>
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"inferior olive, beta nucleus"	<http://purl.obolibrary.org/obo/DHBA_12602>
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"inferior olive, dorsal nucleus"	<http://purl.obolibrary.org/obo/DHBA_12603>
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"inferior olive, dorsal nucleus, caudal part"	<http://purl.obolibrary.org/obo/DHBA_12604>
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"inferior olive, medial nucleus"	<http://purl.obolibrary.org/obo/DHBA_12605>
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"Cap of Kooy of medial nucleus"	<http://purl.obolibrary.org/obo/DHBA_12606>
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"subnucleus A of medial nucleus"	<http://purl.obolibrary.org/obo/DHBA_12607>
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"subnucleus B of medial nucleus"	<http://purl.obolibrary.org/obo/DHBA_12608>
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"subnucleus C of medial nucleus"	<http://purl.obolibrary.org/obo/DHBA_12609>
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"inferior olive, principal nucleus"	<http://purl.obolibrary.org/obo/DHBA_12610>
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"ventrolateral outgrowth of inferior olive"	<http://purl.obolibrary.org/obo/DHBA_12611>
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"intercalated nucleus of medulla"	<http://purl.obolibrary.org/obo/DHBA_12612>
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"interpositus nucleus"	<http://purl.obolibrary.org/obo/DHBA_12613>
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"pontobulbar nucleus"	<http://purl.obolibrary.org/obo/DHBA_12614>
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"prepositus hypoglossal nucleus"	<http://purl.obolibrary.org/obo/DHBA_12615>
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"dorsal reticular nucleus"	<http://purl.obolibrary.org/obo/DHBA_12617>
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"alpha division of parvicellular reticular nucleus"	<http://purl.obolibrary.org/obo/DHBA_12619>
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"intermediate reticular nucleus"	<http://purl.obolibrary.org/obo/DHBA_12620>
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"caudoventrolateral reticular nucleus"	<http://purl.obolibrary.org/obo/DHBA_12621>
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"noradrenaline/adrenaline cell group 1"	<http://purl.obolibrary.org/obo/DHBA_12622>
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"rostral ventral respiratory cell group"	<http://purl.obolibrary.org/obo/DHBA_12623>
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"rostroventrolateral reticular nucleus of hindbrain"	<http://purl.obolibrary.org/obo/DHBA_12624>
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"gigantocellular reticular nuclei"	<http://purl.obolibrary.org/obo/DHBA_12625>
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"paragigantocellular nucleus"	<http://purl.obolibrary.org/obo/DHBA_12626>
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"alpha part of paragigantocellular nucleus"	<http://purl.obolibrary.org/obo/DHBA_12627>
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"ventral gigantocellular reticular nucleus"	<http://purl.obolibrary.org/obo/DHBA_12630>
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"alpha gigantocellular reticular nucleus"	<http://purl.obolibrary.org/obo/DHBA_12631>
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"lateral reticular nuclei"	<http://purl.obolibrary.org/obo/DHBA_12632>
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"lateral reticular nucleus (principal part)"	<http://purl.obolibrary.org/obo/DHBA_12634>
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"lateral reticular nucleus, magnocellular part"	<http://purl.obolibrary.org/obo/DHBA_12635>
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"lateral reticular nucleus, parvicellular part"	<http://purl.obolibrary.org/obo/DHBA_12636>
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"lateral reticular nucleus, subtrigeminal part"	<http://purl.obolibrary.org/obo/DHBA_12637>
"structure with developmental contribution from neural crest"	<http://purl.obolibrary.org/obo/UBERON_0010314>	"medullary reticular nucleus, dorsal part (ventral reticular nucleus)"	<http://purl.obolibrary.org/obo/DHBA_12639>
